ds,yhat,yhat_lower,yhat_upper
2019-03-31,52.346600938407015,41.58810679047027,62.25488940494321
2019-04-01,50.47088919062052,39.64171834639348,61.45428823440223
2019-04-02,51.32765588371328,40.86046764601684,62.05531598517941
2019-04-03,51.27715329652143,40.1326344336259,63.08630212638028
2019-04-04,48.880997487988004,37.93572194998981,59.75496521134958
2019-04-05,50.425833451408366,39.11581706665736,61.398822711058706
2019-04-06,48.89471079811331,37.57040790278865,60.217358342228884
2019-04-07,51.12669583251022,39.42753556786447,61.819571776157105
2019-04-08,49.529125755342186,38.620567231579635,60.699328331531696
2019-04-09,50.63646166903895,39.55364826245252,61.80638033294649
2019-04-10,50.80275308240392,40.07500669483812,61.42831206582718
2019-04-11,48.584546722375315,37.32574070354366,59.03473975159049
2019-04-12,50.26433297060856,39.95792446193243,60.71498003535998
2019-04-13,48.82285797468442,37.61298948780907,60.32999260076803
2019-04-14,51.097857689903655,40.85204747012079,62.78541129496472
2019-04-15,49.49659004505075,38.4403935964266,60.26415759205016
2019-04-16,50.5546387498456,39.761405538602546,62.03504444167691
2019-04-17,50.62830077975926,40.28592392336379,61.8407042450238
2019-04-18,48.277393367230346,37.32537140642016,59.34884437885882
2019-04-19,49.788577378985906,38.754309796067375,60.35847884225003
2019-04-20,48.14752911876978,37.08113777220209,59.43756237462307
2019-04-21,50.19752110554221,39.773368706350794,61.327137805909416
2019-04-22,48.35179249193169,37.36903662094815,59.13439800494311
2019-04-23,49.15218716157832,38.72209604239923,59.919967112023016
2019-04-24,48.96137598526009,38.367562611225566,59.66316254413577
2019-04-25,46.345503313655136,35.760307893783995,57.15253073626223
2019-04-26,47.597358528733054,36.562588802760814,59.1371614812227
2019-04-27,45.70840823252447,35.04779824804317,56.136700455006746
2019-04-28,47.52725267553618,36.6224671268408,58.249424989219804
2019-04-29,45.47202091100238,34.92424722602397,56.87103456482238
2019-04-30,46.08852800567905,34.60365439535173,56.33164258957263
2019-05-01,45.74282527048785,35.05469478326967,56.959542958451564
2019-05-02,43.0036710052462,31.920798345131747,53.49433828538087
2019-05-03,44.16567918756665,33.75433464504803,55.370553654039085
2019-05-04,42.221349761605204,30.108230026384277,52.970040894926086
2019-05-05,44.01954297079676,32.3764819789598,55.29205661296176
2019-05-06,41.977779242513286,30.906389162868045,52.076116619770254
2019-05-07,42.64084247984841,32.27647530037436,53.800678885172594
2019-05-08,42.37300208374727,32.14854339004457,53.11229251247884
2019-05-09,39.740691733194325,27.777787884829234,50.62731765079682
2019-05-10,41.03574290516195,29.615809326071073,52.09268323794235
2019-05-11,39.247505204942186,27.805229947170474,50.73201862408693
2019-05-12,41.22141307128136,30.684797211520497,52.99648069370708
2019-05-13,39.37137760099546,28.576503601790606,50.454461797756764
2019-05-14,40.23847878161732,29.49974430546627,51.480136263157
2019-05-15,40.183271157710315,29.63459252832265,51.38619334186716
2019-05-16,37.7685389888706,26.290788480875158,49.12662336182467
2019-05-17,39.28259728706438,28.008529457754072,50.893242576833984
2019-05-18,37.71146961682915,27.4959201549938,48.76584724720379
2019-05-19,39.89750146080476,28.813708315105814,50.19342407791643
2019-05-20,38.25178756014673,27.492698647998832,48.4642825140054
2019-05-21,39.31288859808605,28.853712747078657,49.9831573694019
2019-05-22,39.439150852505406,28.19524655205998,50.035144930832054
2019-05-23,37.1914650324525,27.457572470634467,48.15993913234806
2019-05-24,38.856563125780134,27.958828376162117,50.043342564562046
2019-05-25,37.41918417846515,26.785373387226603,47.92384436199134
2019-05-26,39.72067000435038,28.129354004928366,50.56230156455412
2019-05-27,38.17137074418026,27.65441472810973,47.96535123538598
2019-05-28,39.30933731988245,27.913696983204943,50.19638091450086
2019-05-29,39.49261592028024,28.873271956842746,50.263807172869015
2019-05-30,37.28198293582691,26.18643290139134,47.98905231339438
2019-05-31,38.96421922608183,27.99528460031593,49.50328571803519
2019-06-01,37.52425712596033,26.55765846621524,48.290687821114844
2019-06-02,39.803761431655516,29.027841974562666,50.80655259745271
2019-06-03,38.21352502895164,26.18090205047007,49.535648189758824
2019-06-04,39.29215650836269,28.5836044352322,49.89797016209916
2019-06-05,39.39837488166585,28.694177865559023,49.6367727916245
2019-06-06,37.0937494797768,25.816448597003678,47.644957189532846
2019-06-07,38.66598328138486,28.150172578848654,48.72326215320474
2019-06-08,37.10107217472468,25.957104811484243,48.02186701450948
2019-06-09,39.24190026325283,29.43227823613231,49.444851648418584
2019-06-10,37.500650569191706,26.127570334941826,47.91978478202909
2019-06-11,38.41750705013191,26.991107521529983,48.89031031457183
2019-06-12,38.35296155552885,27.722175193624896,49.8914508479406
2019-06-13,35.87056232272569,25.16835763648985,47.27677884011182
2019-06-14,37.260201011461795,25.138853084925305,49.33947778174979
2019-06-15,35.51026872845285,25.067031847046596,46.99571666107348
2019-06-16,37.466241646631566,27.222382315580266,48.45775416622616
2019-06-17,35.54307319113768,24.494477665004553,46.4477870513448
2019-06-18,36.28386896973443,25.896296078256455,48.57636601594152
2019-06-19,36.05215773224662,24.704813139846575,46.89766091637538
2019-06-20,33.41459513032924,22.416898406087974,43.783353710077336
2019-06-21,34.66419766031316,23.563335997152315,44.64986176567511
2019-06-22,32.79243893018021,21.96119885365605,43.755280519589746
2019-06-23,34.6477685488664,23.606586047090286,45.405659112536036
2019-06-24,32.64793375485957,20.888875219985128,44.08136877550434
2019-06-25,33.338581041174095,22.218379236263523,44.078088024241524
2019-06-26,33.08545330765954,22.205499352887976,44.897068279133926
2019-06-27,30.457021568272282,19.896937509643276,41.96268393094892
2019-06-28,31.74765094815384,19.80997737009685,42.11032604809759
2019-06-29,29.949635483419875,19.578904096216586,40.84598119873975
2019-06-30,31.91166433517579,20.48178442756977,42.75799720114505
2019-07-01,30.05110170815935,19.26568914589562,41.125685055309006
2019-07-02,30.912559688103855,20.516273353196222,41.91410928228682
2019-07-03,30.860081194854416,19.636880987523096,41.63105356248186
2019-07-04,28.459773388548555,17.050640995040727,39.939231942863415
2019-07-05,30.002992158993166,18.850521946830405,40.656997476804
2019-07-06,28.47841264767746,17.11220532825086,39.3652591957143
2019-07-07,30.730548358060254,20.463495593936898,42.00105320527549
2019-07-08,29.1721006526372,17.265517221723346,38.995480731319425
2019-07-09,30.34261640872354,19.415940689142953,41.59021014345322
2019-07-10,30.60077018456516,19.58204957739498,41.89837395340433
2019-07-11,28.507108458292183,17.149753993276374,38.75822350586594
2019-07-12,30.347354466166124,19.23711060613508,41.55372314189367
2019-07-13,29.10460568177151,18.327646166205117,39.51327522575436
2019-07-14,31.61798336330213,20.72387884741047,42.8074276695848
2019-07-15,30.295112554722824,18.795433435199957,41.41903358761995
2019-07-16,31.670907217234955,20.82454112061083,42.80059173576929
2019-07-17,32.09997262922779,21.247470355961223,43.20413927025281
2019-07-18,30.13945994013206,19.054546088099062,41.51237306357887
2019-07-19,32.07246780983496,21.630738063500452,43.372859108644036
2019-07-20,30.880320293118682,19.385360216615332,42.44765550813368
2019-07-21,33.40127780745854,22.03933601382486,44.210913406452995
2019-07-22,32.04305743029765,21.19576873957025,43.08979525562355
2019-07-23,33.341635584113114,22.331055073435152,44.97001917589899
2019-07-24,33.653644208504446,22.50297490287349,43.84047844804494
2019-07-25,31.539194887845746,20.253521453104856,42.15360985634952
2019-07-26,33.285226096642,22.56739222523554,44.366386567123214
2019-07-27,31.877703607678555,20.852401069107856,41.7933390728898
2019-07-28,34.16023243001761,22.676421395159682,45.75578949475519
2019-07-29,32.5464586657414,21.091725162312297,43.69109727071088
2019-07-30,33.578737051820056,22.191375091967533,44.496168948251054
2019-07-31,33.62038883006684,22.06385572946889,44.543080351071254
2019-08-01,31.23833636838964,19.728381453680797,42.24235433627841
2019-08-02,32.72631700132869,21.831406290958544,42.836143415948264
2019-08-03,31.076906964484056,19.834682786065866,41.63215605650543
2019-08-04,33.13996975536803,21.421141999337404,44.01309179128793
2019-08-05,31.3349012589237,20.16387285105059,42.62011669647983
2019-08-06,32.209151565452515,21.552870933704455,43.43029654339363
2019-08-07,32.1303417101088,21.543890344776013,43.44106992462695
2019-08-08,29.66881700307932,19.038982707381326,40.20905479084128
2019-08-09,31.12073918693732,20.1248975306881,42.05018120659675
2019-08-10,29.480054220402003,17.65620815088629,40.90976432748963
2019-08-11,31.596900301056387,19.932610572357664,43.34463685655294
2019-08-12,29.88984007605098,19.16075048318918,40.326439963146775
2019-08-13,30.90439752248996,20.559685159850446,41.68717167556451
2019-08-14,31.005217538869463,19.894854438968455,40.838480196967346
2019-08-15,28.758688984073792,18.4928836184693,40.35922685155884
2019-08-16,30.456131744636163,19.45267816843607,41.5304293788028
2019-08-17,29.085882289164648,18.35157489259553,39.45005856048455
2019-08-18,31.4918393576151,20.93906908892928,42.193582714678264
2019-08-19,30.085850222322595,19.707977209139248,40.94897632834685
2019-08-20,31.406414035894866,21.112635086775956,41.98620895940026
2019-08-21,31.811015992541734,20.516674530368338,42.904465517044585
2019-08-22,29.858928493154377,18.561645423703823,40.50746787141598
2019-08-23,31.85248404017103,21.58842965264933,42.897867138044305
2019-08-24,30.755605685434293,19.50397452794434,41.878790985122464
2019-08-25,33.40624018950112,22.715204324254646,44.61433547932891
2019-08-26,32.21098210885156,21.89450748718924,43.087006837387726
2019-08-27,33.70390549207346,23.06843386064402,44.83401671917248
2019-08-28,34.239004768747485,23.220956035079247,45.45936214094658
2019-08-29,32.37307826298415,21.571650083306015,43.452949941596835
2019-08-30,34.3891481589375,23.45942299022967,44.93750383695822
2019-08-31,33.26874536166228,22.76139005241591,43.76531317024316
2019-09-01,35.850615787153195,24.612912407008285,46.81416185978824
2019-09-02,34.54322444647204,24.329087841211724,45.73261368005785
2019-09-03,35.88353092084222,25.715723386243464,46.75136847552125
2019-09-04,36.22934826848239,25.653009092403085,46.95265755511942
2019-09-05,34.14212114538803,23.10458512678268,45.83892878741377
2019-09-06,35.910219945274726,25.492572805177833,47.52642460453268
2019-09-07,34.52108292112523,23.306107107061468,44.69660011483737
2019-09-08,36.819766784878425,26.090442481542798,47.641370420007824
2019-09-09,35.22128644298478,23.6603559284163,46.312795680383594
2019-09-10,36.26922196725267,24.06903734306842,46.91978228343836
2019-09-11,36.32790942678667,25.08783757449076,47.450249720167626
2019-09-12,33.96505590245127,22.667439276405283,44.36990083023989
2019-09-13,35.474879854421616,24.97388249769657,46.371948470198056
2019-09-14,33.85011287604366,23.363530738932162,44.71076016946681
2019-09-15,35.94042699245445,25.583702383875153,47.136636802413825
2019-09-16,34.20515061465509,24.131452956332577,45.39564694317444
2019-09-17,35.15035730583407,23.5904536658887,45.324541503698775
2019-09-18,35.14243887922254,24.145235431011862,45.868001178715105
2019-09-19,32.75021132882775,21.523529130933785,43.6388317963249
2019-09-20,34.26805170153124,23.014284762047343,44.7516736171892
2019-09-21,32.68792233260273,21.006231591991273,43.256638184754756
2019-09-22,34.857845557188114,24.220120376678057,45.10128743201525
2019-09-23,33.194210963839716,22.19709335358092,44.133363529667356
2019-09-24,34.24039345918118,23.181427875338137,46.721880906476
2019-09-25,34.358997706353044,23.132179027183977,44.89324063240473
2019-09-26,32.11456700359584,20.576013593496032,43.005485956710636
2019-09-27,33.796854402016145,23.389206825958816,44.4770308473122
2019-09-28,32.39298771448974,21.10567744341133,43.67172214712146
2019-09-29,34.746087319719926,24.111648779320088,45.745455978808145
2019-09-30,33.267714604239956,22.87462130987765,44.284602184926825
2019-10-01,34.49662519867309,23.884666693411504,45.49663427231591
2019-10-02,34.79113868873101,24.10531813719905,45.7626748451649
2019-10-03,32.71195932908011,21.64018656042358,43.074166081681305
2019-10-04,34.54554246688806,23.349294637651216,45.72987575091429
2019-10-05,33.27633576933718,22.53979181440384,44.353341132736915
2019-10-06,35.7454522081063,24.312437411171466,46.16124044412765
2019-10-07,34.36315135282803,23.269176042187954,45.34163289394566
2019-10-08,35.667602532769386,25.264434060351117,46.14576537648252
2019-10-09,36.05967985812644,25.24760608871321,47.54719404627229
2019-10-10,34.05843342899558,22.667018043210906,44.30054949010122
2019-10-11,35.951714927822415,24.932837620252155,45.99931416297226
2019-10-12,34.72590676922891,24.047176900799872,45.332876899417265
2019-10-13,37.224505410377375,26.247477370132412,48.73349613910149
2019-10-14,35.8605002814389,25.297897203900206,47.80231269395767
2019-10-15,37.17502537120927,25.918064510723486,47.703512786432626
2019-10-16,37.52959899135335,26.44004107839428,48.51141978623407
2019-10-17,35.48879092874955,24.831535844117944,47.40105791225789
2019-10-18,37.343417062368225,26.784604912790652,48.909916621007746
2019-10-19,36.08259642612054,24.627167274501648,47.74132230933648
2019-10-20,38.55223388889411,27.355031767681137,49.329797274800576
2019-10-21,37.16731135833724,25.924805601103344,47.67730083337394
2019-10-22,38.47046735936306,27.13301991751536,49.19774232315019
2019-10-23,38.824182809827825,28.100355712106673,49.98300378271521
2019-10-24,36.79341391385967,26.162285918979215,46.87197391221673
2019-10-25,38.66877331962671,27.40053254221371,49.49237206773668
2019-10-26,37.43859491942655,26.355076454153597,48.38566474079907
2019-10-27,39.94744517377693,29.105394443720353,50.217994324189064
2019-10-28,38.60846289956092,28.098524781764908,49.330222393994696
2019-10-29,39.962005759837126,29.369252735357758,50.423675517459415
2019-10-30,40.3679190674617,28.810064354752438,51.28951242956222
2019-10-31,38.38826508492974,27.469713882680853,49.33686608347987
2019-11-01,40.34630387008077,29.70737825265776,50.988432843126915
2019-11-02,39.19159210346499,28.3261860703776,50.12021557702354
2019-11-03,41.76568985762328,30.778346039386484,53.02635484648084
2019-11-04,40.47892254055116,30.065858558619592,51.7459834951953
2019-11-05,41.869137803411256,30.440550123404556,52.9688909676703
2019-11-06,42.29407620500041,30.703366810502544,54.007218218659574
2019-11-07,40.31419032737888,29.30467516846756,51.148953675786295
2019-11-08,42.216007180426615,31.59871415046657,52.91356945341013
2019-11-09,40.984363081798406,29.867837221026512,51.15870756582083
2019-11-10,43.46106801831364,32.07591072827861,54.17230623982197
2019-11-11,42.057376057485584,30.67477839614143,53.120119349230244
2019-11-12,43.31273535414743,32.62792598094055,54.326613819282755
2019-11-13,43.58712950474684,32.874227657465006,56.02910511035585
2019-11-14,41.4438455339199,30.466390174792114,51.80874124035439
2019-11-15,43.172764643600196,32.170128413015924,54.04007363625517
2019-11-16,41.762506872511686,30.71151404838487,52.76405626826765
2019-11-17,44.058989247105366,33.02233425101061,54.92384461370178
2019-11-18,42.47777710851528,31.17891097182145,52.75820131626626
2019-11-19,43.56270572508807,33.09979459200229,54.69351653507262
2019-11-20,43.67808785102713,31.46390125894167,53.820177839630446
2019-11-21,41.39134664941577,30.38691685911642,52.30921977585171
2019-11-22,42.9961743439941,32.219302376505134,53.355785752014675
2019-11-23,41.48455195157212,30.43835144086355,51.94228143076458
2019-11-24,43.721623437762084,32.9459024266871,55.68676701064901
2019-11-25,42.10865915517508,31.162543658543775,53.23291710070588
2019-11-26,43.19088619158863,31.930300948823692,53.79994956113206
2019-11-27,43.333206960325576,32.01720923614142,54.26580083489275
2019-11-28,41.102796263708186,30.139943695375443,52.296077809805034
2019-11-29,42.79224902202568,31.908196491999014,53.742861899176795
2019-11-30,41.39161482414275,31.345138968972204,52.43406451517921
2019-12-01,43.746882953564764,33.01315154943823,55.26672607130315
2019-12-02,42.272300572841395,31.51267711640011,52.448491597841134
2019-12-03,43.50900299302127,32.08813797152476,54.61457857570752
2019-12-04,43.81727225156622,33.41857471152044,54.989407621874065
2019-12-05,41.75926268973388,30.282430460361816,53.28531366798888
2019-12-06,43.6222918802174,33.28233753323114,54.66312204487069
2019-12-07,42.391028998128114,31.247654864629606,53.163248726725406
2019-12-08,44.906139837965725,33.45540431556289,55.389180712039256
2019-12-09,43.57676644713465,31.840295032477645,54.23786948167621
2019-12-10,44.93931546681467,33.87542305299807,55.602826378368
2019-12-11,45.349866586925614,35.12702538392589,55.87605006693285
2019-12-12,43.36703515331468,32.15567680964731,54.13703546634449
2019-12-13,45.27538292913931,34.734023293050235,56.53729999028803
2019-12-14,44.057705193724004,32.986405271221024,54.775394087188914
2019-12-15,46.553750032776165,35.08008893263014,57.248818689461466
2019-12-16,45.17274511087482,34.250823134220674,57.049041737592376
2019-12-17,46.45220409605292,35.548495235875215,56.746534532641846
2019-12-18,46.75163495190431,36.65523128434118,57.88326337868594
2019-12-19,44.631424399068315,33.611952259448316,56.19218304660528
2019-12-20,46.38011224569802,35.69857878360962,56.56601977619199
2019-12-21,44.98526629767183,33.61013051655096,56.60747461360612
2019-12-22,47.29207562595141,36.013815626959236,58.36870250056413
2019-12-23,45.71572878574914,34.91268152875659,57.53472813030987
2019-12-24,46.80005307934945,36.358398399926266,58.35497643410234
2019-12-25,46.90972970981012,35.932654495011136,58.13740388687453
2019-12-26,44.6129236663271,34.043959005518076,55.78513862271152
2019-12-27,46.204428389951616,34.858474570630904,56.932003661863305
2019-12-28,44.677660537379474,33.28272649630598,55.78419211087863
2019-12-29,46.88306872956502,36.094514087266795,57.39401911715519
2019-12-30,45.24034028828022,34.40518695321847,55.93966154618384
2019-12-31,46.29688728088512,35.29706941909071,57.239713808808354
2020-01-01,46.41993151705187,35.223561185489594,57.69629957523335
2020-01-02,44.17903155936783,33.74843509820299,55.57701163639551
2020-01-03,45.869155311829346,35.247084858584174,56.473812512851275
2020-01-04,44.48263620389467,33.55685992294075,55.23411717258864
2020-01-05,46.867578650802365,35.875533539805886,57.989176387398025
2020-01-06,45.44009761756385,34.285658865354804,57.106359009311696
2020-01-07,46.742873423012284,35.77462638923548,57.37089259322643
2020-01-08,47.13734022612296,36.560449652061514,57.99569310180525
2020-01-09,45.18634905501232,34.78744820094051,55.693898247485514
2020-01-10,47.17740580767487,36.23156486073738,57.914346499806584
2020-01-11,46.094818122369716,34.766801363377986,56.489210387009564
2020-01-12,48.77831216644033,38.45274564667435,60.6276219478008
2020-01-13,47.635498530699095,35.773333075034195,58.515077494115474
2020-01-14,49.20066247844268,38.617798123222116,59.98082453372676
2020-01-15,49.827190644613225,38.403637435488655,60.45716139204451
2020-01-16,48.07046853390322,36.90374368790032,58.702178548715366
2020-01-17,50.21134271164544,39.310678121168046,61.78810113949404
2020-01-18,49.22847533084806,38.552062571306074,60.91927797499803
2020-01-19,51.95714587553404,41.05395854579582,61.69714410606945
2020-01-20,50.80187401213466,39.86803587359324,62.08809703026422
2020-01-21,52.295333914672604,41.338120976187795,62.90265174659508
2020-01-22,52.79086819783507,41.70634602019454,64.20045427274466
2020-01-23,50.845432763032896,40.63710835043568,62.55402611498882
2020-01-24,52.743064436195084,41.839269256155504,63.797094393179044
2020-01-25,51.467198122607975,40.799032437695956,62.999743753517315
2020-01-26,53.859388574223175,42.95624960014614,65.35521131081305
2020-01-27,52.331812018267314,41.480499116356086,63.250798077062846
2020-01-28,53.42602048739771,42.13909949265475,64.44850879033832
2020-01-29,53.50526052370408,42.89910584814204,64.38251854497994
2020-01-30,51.13719207941831,39.75712857719268,61.83888493875283
2020-01-31,52.617104881180246,42.29107150302501,63.81432767598641
2020-02-01,50.939965104557984,39.93763109599042,62.29706137703858
2020-02-02,52.958854156347044,42.299893121429015,63.3517080824015
2020-02-03,51.09718191572716,39.756174233512034,61.74919800739565
2020-02-04,51.907154612632304,39.790670659666496,62.46038047246291
2020-02-05,51.761816364973306,40.61563688018751,62.66129016370952
2020-02-06,49.237507397404066,38.28878917672487,60.139625256039444
2020-02-07,50.63684304769805,39.78983385305347,61.444079355848345
2020-02-08,48.96055271187979,37.90027267299092,59.54447635048811
2020-02-09,51.06574612258117,40.27517143468238,61.87045088781412
2020-02-10,49.37799405846951,37.35573731556478,61.55181097218598
2020-02-11,50.44970740956903,38.7473974447911,61.3785316121374
2020-02-12,50.652136296663116,39.91780349392333,61.709607003641295
2020-02-13,48.55783376517708,37.815517745046314,58.79966782630302
2020-02-14,50.46368845440879,39.30578506931787,61.89518195391265
2020-02-15,49.36286446530895,38.26014860590412,61.28256014678842
2020-02-16,52.10321369038205,40.38386476830703,63.12049736067714
2020-02-17,51.099544421428085,39.848251052883796,62.391716603908
2020-02-18,52.89222580714251,41.53517297193604,64.59429860874286
2020-02-19,53.839444544867014,42.63349898116322,64.84898443154594
2020-02-20,52.499952186956314,41.64250537960005,63.45140549130736
2020-02-21,55.15640065277143,43.7069310371449,65.29091051173403
2020-02-22,54.78759686334732,43.681361555605754,65.5853512514112
2020-02-23,58.227234148318196,47.34944407430447,68.97148478383512
2020-02-24,57.87647651128257,46.48943697908361,68.69498949885086
2020-02-25,60.262867680814836,49.650709871347615,71.56668551942349
2020-02-26,61.73287396598822,50.3664311066889,73.25349762604621
2020-02-27,60.83489238755613,49.841169939840704,71.40088107972241
2020-02-28,63.8428154333377,53.70618709872662,74.17369629345785
2020-02-29,63.72847787600056,52.98239155255244,74.93830462560567
2020-03-01,67.32053878482418,56.35425698467127,78.2500392779349
2020-03-02,67.01717133609485,56.1145173998413,77.6579488788971
2020-03-03,69.34502999928496,58.96290902272226,80.41666582404028
2020-03-04,70.65180295128886,58.68981523904193,81.23496738618631
2020-03-05,69.48918124053496,58.21133128052282,81.39378387815603
2020-03-06,72.13633727388755,62.25420656850085,83.31687035560128
2020-03-07,71.57224048345503,60.86265059153026,83.28217518763316
2020-03-08,74.63436678841838,63.82676482301228,85.18758362252169
2020-03-09,73.73117894411956,63.504105474891475,84.7225891987851
2020-03-10,75.4008527133107,64.52441517404228,86.4389457467485
2020-03-11,76.00356279739603,64.8961759963036,86.79744752936215
2020-03-12,74.1041667025729,63.50555061935157,85.60573481325287
2020-03-13,75.99538615858789,64.23248782281537,86.39383216098254
2020-03-14,74.66982120250077,64.38234605960179,85.65187730239703
2020-03-15,76.97836082020481,65.1322866958861,87.5338907733285
2020-03-16,75.34237435428608,64.50640545441092,86.00635524095485
2020-03-17,76.31216538841383,66.19268023816126,87.99863282049725
2020-03-18,76.25900831329434,65.5820905545906,87.11102552654408
2020-03-19,73.75761135502113,62.84022000838623,85.01650150690539
2020-03-20,75.10911049887181,64.20781416481239,85.38730523621116
2020-03-21,73.31293331065395,61.893534408187456,84.31789283043281
2020-03-22,75.22509949801828,64.19479791340164,86.42328262087597
2020-03-23,73.27034425286487,62.281081456628634,84.38912898489956
2020-03-24,74.00054688831426,63.11862341045262,84.29258023982794
2020-03-25,73.7867846766839,63.30816793985401,84.27483049990613
